corrected_comment,rating,sentiment
"Vừa mua 2 hôm giảm giá 500kg, tôi rất cay . Không bao giờ mua hàng tận nũa .",2,0
"Mới mua ngày 8/5/2024 vài ngày thì bị tắt mất tiếng loa, khởi động lại mới sử dụng được, mới mua vài ngày lại giảm giá so với hôm trước công nhận đáng tiếc thật.",1,0
"Sản phẩm mua của thế giới di động chán quá.Mới mua được 3 tháng, đơ mất tiếng.Tự tắt nguồn quá, thất vọng hàng người ta dùng thử rồi cũng đóng hộp bán mới.",1,0
"Vào tận mua con này, bản 8/128 lại không có màu vàng.",1,0
"Khi có cuộc gọi tới, móc trong túi ra là màn hình tối thui, tắt luôn âm thanh, cài đặt thế nào để màn hình vẫn sáng và có âm thanh vậy a.. .",4,1
"Máy sài tốt, chạy phơn, phàn, wifi bắt nhanh, chạy liên quân Free Fire tầm trung dài rất tốt.",5,1
"Máy tụt pin hơi nhanh, đêm sạc đầy pin không dùng qua đêm mà cũng bị giảm 10% pin.Mạng sóng 4G mà bắt hơi kém, có khi còn không bắt được, bắt wifi cũng yếu.",3,0
"1.. Sử dụng được vài ngày thì cảm thấy tốt, so với Oppo thì tương đối như nhau. Nhưng viên pin rất lâu, trâu lắm.2.. Điểm yếu là vẫn còn là Android 13.3.. Nhờ hỗ trợ thêm về việc tôi sạc pin, khi nào biết pin đã sạc đầy, thường những hãng khác chẳng hạn như Oppo sẽ báo là pin đã đấy, ngoài màn hình thì để đã sạch.. Còn Xiaomi Note 13 không thấy, nhìn vào biểu tượng pin thì vẫn còn đang sạch.. Nhờ kỹ thuật hỗ trợ thêm phần này. Xin cám ơn.",4,1
"Máy tự nhiên mất âm thanh rồi bị đơ màn hình, không làm gì được.",3,0
Ok !,5,1
"Cấu hình tốt, màn hình đẹp.",5,1
"Rất tốt, đáng mua.",5,1
"Nói chung trước đây đã mua dùng, mua lại lần 2, nói chung đồ điện tử xiaomi rất ok, đôi khi có những lỗi nhưng khởi động lại là hết, không ảnh hưởng gì. Đa số thấy điện thoại hao pin, xài máy màn hình đẹp, cấu hình cao, tần số quét cao thì hao pin nhưng bù lại có sạc nhanh và trải nghiệm tốt.",5,1
"Mn có ai giống mình.. k. Mới mua 2 tháng mà ban đầu là đơ màn hình, bảo hành 1 lần rồi.. Sau đó là thường xuyên tắt âm thanh, khởi động lại đọc, vài ngày sau lại bị tiếp.. Trải nghiệm realmi tệ quá. Hối hận khi mua. Bảo hành vài ngày rồi, đi đâu xài nên mệt khi gửi bảo hành quá.",1,0
"Mình mới mua được 2 tháng, máy bị nóng hơn bình thường, dù mình chỉ xem Facebook hoặc YouTube, bây giờ còn bị mất tiếng và loa, phải tắt nguồn mở lại mới hết, mà vài ngày lại bị mất tiếng, chán thiệt sự.",3,0
"Khi có cuộc gọi tới, móc trong túi ra là màn hình tối thui, tắt luôn âm thanh, cài đặt thế nào để màn hình vẫn sáng và có âm thanh vậy a.. .",4,1
"Từ lớp chuyển qua xài cũng thấy ổn.. Hài lòng với pin, cấu hình và hệ điều hành hyperos.",5,1
"Mình mới mua máy giá 4tr990 được máy, hôm nay mình bán lại thì lỗ bao nhiêu ạ.",5,1
Cho mình hỏi chính sách bảo hành của sản phẩm Xiaolin Redmi Note 13.Máy mình bị lỗi thẩm mỹ camera trước.,3,0
Chụp hình sắc nét tốt.,5,1
Tốt không gì để chê.,5,1
"Màn hình LCD rõ sáng trong tầm giá bên cạnh chỉ có LCD , đáng để mua.",5,1
Máy càng sử dụng càng đã vừa cập nhật lên hyperos mượt hơn.,5,1
"Chơi game ok, sạc nhanh, rất đáng để thử.",5,1
"Màn hình sáng viền màng, camera chụp siêu nét, chụp cảnh báo đẹp.",5,1
"Máy ngon nha, lên được HyperOS, màn hình đẹp. Sẽ giới thiệu cho người thân.",5,1
Máy ngon độ phân giải tốt nhưng lại ko lên được hyperos chip thì ok.,4,1
Lỗi khởi động lại chờ cả 10 phút lên quá thất vọng.,2,0
"Máy đẹp, cấu hình ngon, nhiều đánh giá 1 sao tiêu cực, mình thấy không hợp lý. Màn 120Hz, Amoled sáng ngon. Chip 685 quá ổn.. Vân tay trong màn hình nữa.Còn về pin thì xài phải hao rồi, có ứng dụng ngầm mà, bù lại sạc nhanh tới 33W. Muốn máy không hao pin mà cấu hình mạnh, màn đẹp thì xài điện thoại nghe gọi.TỐT, NÊN MUA.",5,1
Mới lấy tối này xài tới giờ màn hình bị vậy.,2,0
Redmi note 13 4g của tôi bị lỗi loa ngoài. Và lỗi mic phải khởi động lại mới hết. Có bị sao không anh?.,4,1
"Ưu điểm: pin cực trâu, chơi game mượt, lướt tin liên tục, gọi Zalo từ 67g chỉ tốn 6060cm; Cam sau rất nét nếu đủ ánh sáng, âm thanh ấm rõ, đàm thoại tốt, ko nóng máy. Máy thiết kế đẹp.Sạc đúng nhanh so với 33w. Nhược điểm: cụm cam 2 cam sau khá to trong khi ống cam ko quá lớn, cam trước đủ dùng, ko đẹp lắm.Mặt lưng phần phía cam ko được liền mạch, gọi message hay Zalo lâu lâu bị bể hình ảnh chút.Tổng thể 8/10đ. Và khuyên ai cài game thì ko nên dùng máy này, chơi game giải trí thì OK, khỏi phải bàn.",5,1
Pin mao hết quá!,3,0
Mình vừa mua có đổi trả lại đc ko ạ.,5,1
"Hết pin nhanh, lag mà còn mất tiếng, 128gb mà tưởng 32gb không á.",2,0
"Các bạn chê pin nhanh hết do các bạn tải hoặc để quá nhiều app truy cập mang, chạy ngầm... Máy mình lúc mới mua cũng vậy, giờ tối ưu hoá nên pin okie rồi.. Mọi chức năng khác ổn định. Ko có gì phải chê trách. À máy mặc định chạy RAM 4G, các bạn vào cài đặt bổ sung RAM bộ nhớ, chọn ram 6g hoặc 8g nhé.",4,1
"Máy xạc lên đầy 100% bin không dùng gì để chế độ, máy bay qua đêm mất 7% bin đúng tệ thật.",3,0
K. nên mua với giá tiền hơn 5tr nên mua đất khác. Thông số của nhà sản xuất chỉ mang tính chất tham khảo. Quá nhiều lỗi. Tôi và bạn tôi cùng mua khi đó mới ra mắt mà cùng bị tình trạng lỗi giống nhau.,3,0
"Pin tệ quá, thẻ sài cũng mất 15% pin.",3,0
"Dùng mượt mà, ổn áp nhưng pin tuột khá nhanh, không bằng con realme cũ của tôi cùng dung lượng pin là 5000mAh. Khi đang chơi liên quân thì mất âm thanh mặc dù để cấu hình thấp, phải khởi động lại thì đó mới trở lại bình thường.",3,0
"Con này có cảm biến vân tay dưới màn hình, nếu dán cường lực thì cảm biến vân tay hoạt động không tốt hoặc không dùng được, bóc cường lực ra mới dùng được cảm biến vân tay, kính gốc của máy cũng là kính cường lực.. Kính cường lực Corning Gorilla Glass sẵn rồi nên không cần dán cường lực nữa, vừa xấu vừa cấn màn hình, màn hình cảm ứng con này hơi có độ trễ, hy vọng sớm khắc phục được.",4,1
"Sao pin nhanh hết quá, anh ơi phải làm sao ạ?",5,1
"Pin mau hết quá, để pin sài củng mất 10% pin.",3,0
"Máy dùng ổn mượt mỗi tội gửi tin nhắn đi quá chậm mới gửi được, mất 1 phút tin nhắn mới gửi được.",4,1
Hai long .,5,1
"Máy dễ bị nóng, bấm không ăn, không mượt, nhiều lúc bị mất âm thanh luôn, tiếc tiền mua.",1,0
Ko hài lòng về pin cũng như nhân viên bán hang.,1,0
"1 sao từ trải nghiệm ứng dụng máy cho đến nhân viên hỗ trợ .Quá tệ .Mua máy về tải messenger.Dùng muốn cài nhạc âm, báo tin nhắn mặc định .mà máy không hỗ trợ .gọi nhân viên Microsoft thì nói giờ nhà sản xuất không hỗ trợ .Quá bất tiện .Mọi người trách xa máy trung quốc .Với tgdd trải nghiệm quá thất vọng .mua góp nên không đổi được .Không đổi ngay và lập tức.",1,0
Sao pin hết nhanh quá.,3,0
"Tôi dùng được 2 tháng, lúc tôi dùng trong 2 tháng chưa được cập nhật HyperOS thì sẽ lỗi nhiều lắm, lỗi nhiều nhất vẫn là hao pin, pin tụt nhanh...Và cảm ứng bị đơn bây giờ lên HyperOS thì sài siêu mướt như iPhone 15 luôn.note 13 4G ram 8GB rom 128 lên HyperOS sài như iPhone 15 luôn.",4,1
"Mới mua được 1 tuần, giờ vân tay không hoạt động nữa, chán thật sự.",2,0
"Tạm ổn thôi, tụt pin nhanh quá, sạc thì tương đối lâu, máy hay nóng, loa kép nhưng nghe không tốt như mong đợi.",3,0
"Da mua đc 1 tháng 15 ngày.Càng ngày càng dơ đen, cái đt cùi cũng tan đi, con cái đt này thì nhảy hang như nay mà cũng nhập về bán và khen ríu ríu khuyên mọi giới ko nên mua.",1,0
"Vân tay gần như không sử dụng được, quá tệ.",3,0
"Pin mới xài được tuần sau tuột nhanh chóng mặt loa rè rè, FB kéo muốn gãy tay quá tệ.",1,0
"Mau hết pin, máy nóng dã man, mặc dù chỉ lướt web ko mở thêm ứng dụng nào. Cảm ứng xài đc 1 tuần là nhảy tùm lum, đặc biệt là bàn phím.. Cảm ứng vân tay kém, nhiều lúc chạm vân tay 45 lần ko mở khoá đc phải nhập mật khẩu. Màn hình ám vàng. Camera ko như quảng cáo. Nói chung là ko nên mua.",2,0
Kết nối mạng rất kém.,2,0
"Mới mua xong phải nói là tệ, chắc hãng làm ra điện thoại không test thử. Tác vụ bình thường: Facebook Yutuber. Mà vuốt nó giật, lắc kinh khủng. Không nên mua.",1,0
"Quá buồn, mua về coi youtube mà còn chậm điện thoại cũ của mình, hút wifi yếu quá.",3,0
"Mình đang sử dụng máy này rất tốt.t.Mọi người nên cập Nhật máy lần thứ 3 máy sẽ trợ lại trạng thái bình thường pin trâu.Còn mọi người người cập nhật lần đầu thì thuộc pin nhanh lắm, đó là do ứng dụng ạ.Hãy thử xem tại mình đã thử rồi.",5,1
Máy tụt pin nhanh. Thỉnh thoảng giật lõi.,2,0
"Máy mới mua mà bị lag, pin tuột nhanh, lỗi loa.",2,0
"Mới mua máy hôm, cơ bản tài tốt nhưng muốn đổi máy 13pro 5g đc không.. Tính phí như thế nào? Tại nhìn cụm camera sau to không ưng lắm.",4,1
"Mình mua hàng online cho người thân, lúc nhận hàng mình không có, người thân kể hàng đã được bóc không còn nguyên, kiểm tra máy đã được cài đặt đầy đủ ứng dụng: zalo, lazada, facebook.... và các ứng dụng chơi game khác, mình có gọi điện nhân viên và nhân viên xác nhận giao hàng trưng bày. Nhân viên có bảo đem ra trong 24h, để được hỗ trợ. Minh thấy TGDĐ là của hàng lớn nhưng lại giao hàng trung bày khi bán, và mình còn nghi đây là hàng trả lại từ người khác do đã có đầy đủ ứng dụng thường dùng.. Rất không đồng tình với cách làm việc này, và sẽ không mua đồ từ hệ thống TGDĐ vì có sự không trung thật với khách hàng.",1,0
"Điện thoại dùng tạm đực, có gì đặc biệt, mọi thứ ở dạng tạm cầm 200 megapixel, chỉ gọi là chạy theo thông số.",3,0
"Pin con này sạc nhanh nhưng hao nhanh thật, mọi thứ còn lại đều ổn. À mà trong vài trường hợp hiếm hoi nếu ai cắm sạc cho chiếc này mà gặp lỗi ko sạc đc thì có thể thử khởi động lại thiết bị xem sao nha, mình cũng có bị nhưng sau khi khởi động lại thì máy sạc ngon lành lại rồi.",4,1
"Mới mua dùng được 1 tuần mà máy thấy nhanh hết pin với đôi lúc hay đơ và chậm..., vấn đề này giải quyết được không adthay?",3,0
"Dòng dt này thật sự quá tệ. 0đ. Dt pin xac 1ngay 3 lần mới du dùng .Trong nghi chỉ nghe nhạc 1,2tieng la het 50% pin..Máy bị đứng đơ liên tục.xạc 10p.. Máy nóng như cục than.ko bao giờ mua lại hãng này.",1,0
"Máy dùng tốt, nhưng pin tụt rất nhanh, sạc 100% lúc 12h để máy đấy đến 8h pin còn 90%.",3,0
"Dòng này lỗi sạt pin nhé. Mình mua được 1 tuần, lỗi sạc pin đổi máy mới giờ 3 ngày, lỗi tiếp nó thích thì vô pin ko thích thì sạt cả tiếng ko vô.",1,0
"Mới dùng 1 tuần pin tụt nhanh, dùng lác, chụp ảnh xử lý chậm và không được nét lắm, cảm ứng không được mượt lắm, NFC không dùng được một số tính năng khác chưa tet....đừng quá tin vào thông số.",3,0
"Mình mua máy hồi 17/3 dùng đc 2 ngày, thì camera nó rung sang đổi máy khác, dùng 2 3 ngày, lại bị tiếp máy, tất cả đều ngon nhưng camera nó cùn vch thề.",2,0
"Sử dụng được nữa tháng cảm nhận như sau: Máy tắt, wifi chỉ ở mức khá.Chụp hình cũng vừa đủ, không đẹp.... Chơi liên quân cảm nhận không được bằng con Oppo reno.Được cái pin trâu...Thấy rẻ mua sử dụng thử lần đầu... Chê nhí!",3,0
Máy lao quá.,1,0
"Pin trâu, sạc nhanh, cảm ứng nhạy.",5,1
Chạy chậm.,3,0
Khá ok.,5,1
Ram 8g mà lảng vãi ra.,2,0
Tốt trong tầm giá.,4,1
"Nhân viên nhiệt tình , sản phẩm thì chất lượng còn gì bằng 10đ .",5,1
Sử dụng tốt.,5,1
Cảm nhận về máy rất tốt.,5,1
"Gẻ pin mới cứng mà mấy nóng hụt, pin nhanh, sạc pin một lúc chưa được 10%may đã nóng.",1,0
Dùng cũng ok nha m.. Nên mua ạ.. Giá tuy rẻ nhưng dùng khá tốt ạ.,5,1
"Trước mắt là ổn, ok muốn biết có thật tốt hay không phải chờ vào thời gian.",4,1
"Máy chậm, vào mấy ứng dụng như tiktok hay bị đơ phải thoát ra vào lại mới bình thường.",3,0
Ok !,5,1
Mình vừa mua được 1 tuần. Dây sạc kèm theo sao cắm vào thì ko hiện sạc nhanh vậy.. Mình dùng dây sạc của đứa khác cắm sạc nhanh bình thường.. Thế có phải do dây sạc hư ko ạ?.,3,0
Chơi game tốt nhưng mà lâu lâu thì nó sẽ bị hút wifi thu sóng bị yếu vẫn rất ổn định.,5,1
"Máy lướt web thì ổn, mà chơi game thì lướt nút di chuyển lại không nhạy có khi đứng im luôn.",2,0
Quá ổn tầm giá.,5,1
Cay mua bên điện máy chợ lớn rẻ hơn 400 k mà ko biết.,5,1
"Đủ dùng với nhu cầu...phù hợp cho sinh viên, phụ huynh... Cả 3 màu đều đẹp. Pin cũng ổn...loa thoại okie.",4,1
good .,5,1
"Đã mua thấy Sài mượt ....trong khi chờ đợi dán màn hình realme c17 điện máy xanh đức trọng lâm đồng....dán bong tróc mình, nói nó chửi mình như con.",5,1
"Máy dùng cũng ok nhưng lại bị chậm thông báo về cuộc gọi, cuộc gọi từ rất lâu mãi mới thông báo.",3,0
"Dở tệ, máy thì lướt có 30p mà báo quá nhiệt tắt khởi động lại thì 15p cũng ko thấy lên nguồn.Cứ vậy miết chứ ko phải lâu lâu mới bị nữa, còn thêm sạc thì lâu.",1,0
Sao bọn mình xem video nó cứ giật giật là sao nhỉ?,4,1
Cho hoi con nay co . nhan doi ung dung ko vậy.,5,1
Tốt .,5,1
Tài tốt.,5,1
Đạt Xiaomi Redmi 12 trong tầm giá Sài Gòn ổn định mượt mà.,5,1
"Sp tốt, giá rẻ, phụ kiện cáp sạc đầy đủ.",5,1
Cho mình hỏi muốn đổi trả mà sản phẩm ko lỗi là sau một tháng sử dụng là mất 10% giá trị sản phẩm đó ạ.,3,0
"Thỉnh thoảng lại tự mất kết nối cả 4g và wifi dù sóng đầy, không hiểu tại sao.",3,0
"Máy lãng mà chậm lắm, lại còn nóng, tầm giá này nên mua samsung nha, con samsung A7 mình xài 3 năm rồi chạy còn ngon hơn con này nữa, mua xong hối hận gê. Chức năng cuộn kém, lưu cookie web rất lãng, ứng dụng kép thua xa samsung phân khúc giá.",2,0
Máy màn hình bị vàng vàng. Nhìn rất nhức mắt. Khó chịu lắm.,1,0
"Máy dùng rất chậm, chậm.",1,0
"Cá nhân tôi thấy thế này: Điện thoại dùng rất ổn.. Nhu cầu của tôi chỉ là xử lý công việc và giải trí cùng mạng xã hội như Gmail, Zalo, Tiktok, Facebook ... nên điện thoại này đáp ứng đủ nhu cầu. Lúc mới mua về thì điện thoại hơi lag do hệ thống chưa ổn định, sau khi cập nhật ứng dụng, hệ thống ... điện thoại hoàn toàn mượt mà. Máy tính hợp sẵn, mở rộng RAM lên đến 4GB tổng cộng là 8GB khi cần.. Mất khoảng 2h để sạc đầy từ 17% pin lên 100% pin.. Không đến nổi lâu cho viên pin 5.000. Nếu lo vấn đề ứng dụng chạy ngầm, hao pin, có thể xoá bộ nhớ đệm định kỳ mỗi 2030 phút. Tôi sử dụng nhiều hơn 2 điện thoại Xiaomi nên hiểu được biết vấn đề này, tôi sử dụng facebook liên tục tầm 3h thì pin chưa mất đến 20%. Tôi không dùng điện thoại với mục đích chơi game nên tôi không biết nó có hoạt động tốt cho nhu cầu chơi game hay không nên tôi không đánh giá về điều này. Trước khi mua điện thoại, khuyên mọi người nên rõ nhu cầu của bản thân mà lựa chọn, đừng nhu cầu quá lớn mà bỏ ra số tiền nhỏ rồi lại đỗ lỗi cho điện thoại không tốt.",5,1
"Mình đã mua 1 lần, ý định mua thêm nữa mà có chương trình thu cũ được giảm 2ook, cho mình hỏi chi tiết điện thoại nào đi ạ.",4,1
"Máy thiết kế đẹp, chụp ảnh mức trung bình, pin OK, loa nghe mức ổn, không hay lắm, màn hình to, hiển thị bình thường, màu không được nịnh mắt lắm, lướt face, các tác vụ khác mức 7 điểm.",4,1
Khi đóng ứng dụng nền thì sẽ đóng tất cả các ứng dụng mà không có chế độ để lại 1 vài ứng dụng cần thiết.,3,0
"Máy ổn tất cả mọi thứ, trừ pin nhà bảo 5000 mà còn thua pin máy 3500 nữa, lúc khởi động máy 50% ko xài gì, chỉ gọi 1 cuộc gọi và tải mấy bài nhạc mà nó chuyển hao pin luôn, nó tuột nhanh hơn 5000 của note 12 , thà thôi mua note 12 luôn, hên người già xài mà tuột thế, người trẻ chắc 1 tiếng quá, pin 5000 tôi xài chưa bao giờ bị vậy.",3,0
"Mình mới mua được 2 tuần, giờ ra trả lại mất phí bao nhiêu shopping?",3,0
"Nên bỏ thêm vài trăm lên Note. Chứ thật sự Redmi 12 này chỉ được cái đẹp, cấu hình hoàn toàn thua con Redmi note 9 tui mua cách đây 2 năm luôn. Chỉ sử dụng app đơn giản như tiktok, facebook, zalo, youtube,... mà nó bao lắm, mở app siêu chậm. Quá tệ.",1,0
"Máy dùng khá ổn, thiết kế đẹp.",5,1
Ok với chất lượng.,5,1
"Mới mua tui dùng đc 2 tuần, ok phết mà sao mấy em chê quá vậy! Đúng là mua đồ mới cũng hên xui à nha.",5,1
Rất tốt.,5,1
"Máy rất tệ, pin 5000 mà xài bình thường chỉ đc 4 tiếng là hết, máy lag thường xuyên, bấm số gọi còn phải đợi vài giây mới hiển thị, máy chữa nhiều quảng cáo, màn hình khi ra đường là đen thui mặc dù đã chỉnh hết cỡ, kể cả vào mục cài đặt máy cũng mất tầm 23 giây mới thực hiện lệnh, tóm lại là rất tệ, ko nên mua.",1,0
"Vừa mua được 3 ngày, muốn đổi qua redmi note 12 4g, 128gb đc ko ?",3,0
Minh mới mua đc 1 tuần.Anh muốn đổi qua note12 đc hok ?,3,0
"Sài Gòn nhưng muốn đổi qua redmi note 12 4g, 128gb đc ko ?",4,1
Ngọ vửa miệng .,5,1
Tốt .,4,1
"Cho mình hỏi.Mình mới mua máy này được hơn 1 tuần.Nhưng bây giờ mình ko thích dùng nữa, mình muốn trả hàng thì bị mất bản % ạ.",5,1
Sang xịn giá hợp lý chịu.,5,1
Máy xài OK.,4,1
"Máy tốt cấu hình, cao nhân viên hỗ trợ nhiệt tình vì Minh mua trả góp mà.",5,1
Sử dụng tốt.,4,1
Tốt .,4,1
"pin nhanh hêt, hao pin, kiểm chât xem video 15 phút lai bi nong may.",1,0
Chụp hình hơi tối và rất tệ.,2,0
Tốt .,5,1
Đã dùng được 2 tuần chạy ổn.Với hàng giá rẻ như này đôi chút có bị giật lag là không thể tránh khỏi.Ai đòi hỏi máy chạy ngon không giật lag thì hãy thêm tiền vào mà mua máy cao cấp ý.Dự là sắp tới tôi sẽ mua con này lần nữa.,4,1
"Mình dùng thấy cũng ok mà, sao nhiều người kêu ca thế nhỉ?",5,1
Máy lag mua phí tiền.,1,0
"Máy rất giật, lâu lâu thoát app còn bị lag giật, đơ máy rất rất dễ bị nóng, chơi ván game ko đc 2p là máy báo là quá nhiệt rồi sài 4g lướt Facebook tiktok cũng bị quá nhiệt, thất vọng về sản phẩm.",1,0
Mua hàng rất tốt rồi.,5,1
"Mình cần được hỗ trợ báo thông tin, lắp được 2 sim, khi mua sim giao về thấy lắp được có 1 sim, nghe gọi lúc nhỏ lại tiệm kiểm tra báo chớt, quớt yêu cầu đổi lại mấy khác giúp tôi.",1,0
"Quá tệ, luôn cả một hệ thống chuỗi cửa hàng lớn như vậy mà ko giải quyết được vấn đề, cứ bán hàng xong là hết trách nhiệm, hóa ra là lừa đảo anh thế, tất cả mọi người ở thế giới di động mua điện thoại xong đút túi, nó đều bị cong anh nghe nực cười thật.",1,0
"Lỗi thông báo cuộc gọi ở hiển thị. Gần đây, những sản phẩm của Xiaomi rất kém. Sop cần kiểm tra nguồn nhận, tránh ảnh hưởng uy tín.",1,0
Tốt .,4,1
Lúc sạc điện thoại nóng.,4,1
Hao pin: Tốn rất nhiều dữ liệu.,3,0
Hàng dùng cũng OK.,4,1
OK.,4,1
"Máy lag lâu lâu bị treo đơ vào, ứng dụng thì chậm.",2,0
"Sạc pin rất chậm, 5 lên thì đc 1% pin.",3,0
Cài đặt ứng dụng kép hoặc không gian thứ 2 ở máy redmi 12 thế nào bạn?,3,0
"Đã đã sài đc 3 đt về sài rất tệ. Giật lag liên tục, H. có hiện trang nói không nghe. Gọi bên nghe khỏe. Nói chung thất vọng sản phẩm này.. Cảm thấy phí 4tr. Mong nhà sản xuất thu hồi sp. Sản phẩm chi là là lỗi. Bị lỗi liên tục, đôi khi còn bị đơ máy.",2,0
"Đang xài ứng dụng này nhảy qua ứng dụng khác, nhà sản xuất nói pin 5000mah nhưng thực tế ko đúng chán tệ.",2,0
Rất OK.,4,1
Ok ạ.,5,1
"Kết nối với camera, hành trình không xem được video.",1,0
Kết nối với camera hành trình không xem được video.,2,0
Sản phẩm quá chán. Vừa mua mà suốt ngày lác .,1,0
Tốt .,5,1
Sao pin 5000 mà yếu vậy?,3,0
Máy không dùng mà bị hao pin.bị sụt mất mấy phần trăm pin.. Không biết có phải bị lỗi gì khi máy mới mua nên cần thêm thời gian để test thêm.,3,0
"Ms. dùng cảm thấy OK.K.K., đợi 1 tiếng nữa xem tin.",5,1
Ok !,5,1
"Ad cho em hỏi: Em vừa mua xong bản 4g, có nhân viên có tư vấn trả máy, nếu k ưng ý là 20% giá trị sp ..Giờ em muốn đổi lại bản 6 hoặc 8gb thì có mất 20% giá trị đó k hay chỉ thêm tiền đúng với giá trị của sp thôi ạ? Mong ad rep.",5,1
"Vào ứng dụng, mất mấy giây mới lên, tác vụ chậm, Chán không muốn nói nhiều.",2,0
Máy xài pin rất mượt .,5,1
Máy đẹp Sài thì OK nhưng hơi nóng máy.,4,1
Dung rất ok.,5,1
Nhưng sao không có hỗ trợ sạc nhanh?.,5,1
Rất tốt.,5,1
Chạy mượt rớt mấy lần mà chưa thấy bể màn hình. Tuyệt vời.,4,1
"Mới mua dùng mà nhiều khi ứng dụng chậm vô không được máy thì nhanh nóng, phản ứng chậm ức chế vì đơ đỗ.",1,0
Rất hay lòng ạ.,5,1
"Mấy mới mua sáng nay về xài còn khoảng 18% pin thì sạc nhưng sạ nóng lắm, mong được hỗ trợ.",3,0
"Tốt pin, khỏe mượt .",5,1
"Sao phát nhạc qua Bluetooth, nó nhỏ xíu z.",3,0
Điện thoại ko phải dành cho chơi game mà những thao tác đơn giản vào app ngân hàng zalo vừa đơ và lag giật. Pin ko làm gì để qua đêm cũng sụt từ 100% xuống 70%. Mang tiếng sạc nhanh mà 1 tiếng rưỡi mới đạt 60%. Quá tệ hại điện thoại thế này nên quăng sọt rác chứ bán giá 3tr7 là quá đắt.,1,0
"Nó rất là mực, mọi người nhớ vô mua ủng hộ và đáng giá 5 sao nhé.",5,1
"Mình thì ko chơi game thì ko biết thế nào, nhưng dùng tác vụ bình thường thấy tốt trong phân khúc giá 4 hình thức đẹp, kết hợp với mặt lưng kính mỗi tội là độ sáng ko đc cao cho lắm khi ra ngoài trời thôi, còn đâu mọi thứ mình thấy ổn.",4,1
Nhân viên tốt điện thoại tôi.,5,1
Điện thoại xài tốt.,5,1
"Máy dùng ok so với giá tiền, nhưng mình muốn hỏi là nếu mình muốn lên đời máy thì bên mình có hỗ trợ cho lên ko ạ?",4,1
"Con tôi đánh giá cao, chơi game mượt ko buôn lậu luôn.",5,1
"Về mình test loa thì loa nhỏ và bật max loa, nó vẫn nhỏ, không biết mình có thể đem ra thế giới di động để kiểm tra lại được không ạ, vì máy mình mới mua chưa được 1 tuần.",2,0
Dùng ok lắm.,4,1
Mau tốn pin chạy chậm.,3,0
Rất tốt.,5,1
Sài rất là tốt nhất.,5,1
Máy dùng nhanh nóng tệ .,2,0
Ổn: .,3,0
"Sử dụng ổn, sạc hơi lâu nhưng được cái là mấy game như liên quân cân được cấu hình trung bình, đa nhiệm thì khỏi bàn được hẳn 1 apps, thoát ra load lại, bật ram ảo lên thì đỡ tý.",4,1
Nói chung sản phẩm tốt.,4,1
Tốt .,5,1
"Dùng quá tệ: Máy không ổn định, không chạy được đa nhiệm.. Thua cả Xiaomi redmi 8 .",1,0
Cám ơn.,5,1
Sản phẩm chất lượng.,5,1
Tốt .,4,1
Đt khá tốt.,4,1
"Máy mới mua về không sử dụng máy nóng kinh khủng, cửa hàng có khắc phục lỗi này không?",2,0
Tốt .,5,1
Rất tốt.,5,1
Tốt .,4,1
"Nhân viên tư vân, nhiệt tình thân thiện.",5,1
Rất tốt.,5,1
Đt minh rất la ok luon .,5,1
Ngon mà không biết có được mua 15 không?,5,1
Tốt .,5,1
Ko mua lần 2 .,2,0
"Nhân viên rất tốt, máy cũng rất tốt.",5,1
Tôi .,5,1
"Máy đẹp mỏng, giao diện đẹp như iOS. Hình nền dùng của iOS. Nếu biết sử dụng.",5,1
Điện thoại ratasa oke.,5,1
"Về mọi thứ thì dùng tốt nhưng vừa chơi game, vừa nhắn tin thì hơi lag có trò còn bị thoát.",4,1
Nói chung dùng cũng ổn mượt.. .,4,1
Rất tốt.,5,1
Rất hài lòng với sản phẩm.,5,1
Cug đc .,3,0
"Sản phẩm tốt, chất lượng.",4,1
Có phải dòng máy này mua ở đâu của ĐTDĐ cũng đc dán màn hình như vậy ạ? Ý em là lúc bóc máy ra là đã dán sẵn cho máy luôn ý ạ.,3,0
Hãy tự giảm độ sáng dù đã điều chỉnh nhiều lần.,3,0
Thay cũng khá ai.,5,1
Tôi thấy sản phẩm tôi đứng được và chất lượng tối cho 5 sao.. Sản phẩm tôi dùng thấy tốt tới cho 5 sao.,5,1
Nhanh hết pin!,3,0
Ok !,5,1
Cách khác: Phục lỗi chưa cấp quyền nhập liệu bằng giọng nói của redme 12 ạ.,3,0
"Sản phẩm tốt cấu, hình ổn.",5,1
Máy nhìn rõ ràng OK.,5,1
"Hàng tốt giá vừa phải dung lượng cao, phù hợp với những ai có thu nhập thấp.",5,1
Máy đẹp dùng thấy ok nhân viên tư vấn nhiệt tình thân thiện....,5,1
"Điện thoại ok nhé, mện.",5,1
O'm like .,5,1
Máy mới mà chậm đớn ạ.,2,0
Sản phẩm này dùng rất tốt.,4,1
Tốt .,4,1
Rất tốt.,5,1
Tôi công nhận sản phẩm tốt.,5,1
Rất tốt.,5,1
ok?,4,1
Tốt .,4,1
"Rất tốt, hài lòng.",5,1
Rôt .,5,1
Máy với mức tiền như vậy là ok.,4,1
Sử dụng cũng được nhưng mỗi tội nhiều khi nó lác và khi nó tiêu tốn thì nó cũng sẽ bị kiểu như là bị hoang.,3,0
Dịch vụ rất tốt.,5,1
Tốt .,5,1
Ok !,5,1
